year,month,origin,destination,number_of_flights
2019,4,LJLJ,EPWA,7
2019,4,LIMF,EBBR,2
2019,4,UUWW,EDDL,3
2019,4,ENGM,LTBA,4
2019,4,LFBO,UUEE,1
2019,4,LEAL,LEMG,4
2019,4,BIKF,EDDL,9
2019,4,EGSS,EDDV,2
2019,4,EDDL,EBBR,3
2019,4,UUEE,EGSS,4
2019,4,LIRP,EGPH,2
2019,4,EGAA,EIDW,3
2019,4,EGKK,EBBR,7
2019,4,ENVA,EPGD,6
2019,4,EVRA,LZIB,1
2019,4,EBBR,EDDV,1
2019,4,LGAV,LFBD,2
2019,4,EDDV,EGCC,2
2019,4,EGGW,LTBA,2
2019,4,LIPZ,LFML,4
2019,4,EGAA,LIME,6
2019,4,LGAV,LZIB,1
2019,4,EDDS,BIKF,1
2019,4,EDDK,BIKF,2
2019,4,EDDK,EGBB,1
2019,4,LICJ,EDDN,2
2019,4,UUEE,ELLX,1
2019,4,LIBR,EGSS,1
2019,4,EPWA,EETN,4
2019,4,EDDF,LTBA,5
2019,4,EINN,EPWA,1
2019,4,UUDD,LFPG,2
2019,4,LIRP,EDDK,1
2019,4,LGAV,EDDV,4
2019,4,EDDK,EGGW,3
2019,4,ENGM,EGGW,2
2019,4,EGGW,EDDV,4
2019,4,LEBL,UUWW,6
2019,4,LIBR,LIRP,4
2019,4,LTBA,LYBE,2
2019,4,ENVA,EINN,1
2019,4,ELLX,EBBR,3
2019,4,EVRA,UUDD,2
2019,4,LIRF,LDZA,1
2019,4,LOWW,LTBA,2
2019,4,EDDM,LIPE,1
2019,4,LEMD,LTBA,2
2019,4,LFPG,LTBA,2
2019,4,EFHK,LTBA,2
2019,4,LKPR,URRP,1
2019,4,EGCC,UUWW,1
2019,4,LIMC,UUDD,2
2019,4,EDDP,LFML,5
2019,4,LFBD,LIEE,2
2019,4,LKPR,LYBE,3
2019,4,LZIB,EFHK,1
2019,4,EDDB,LFPO,1
2019,4,LFLL,UUWW,1
2019,4,LGAV,LFLL,6
2019,4,EBBR,EDDK,3
2019,4,UUWW,LICJ,5
2019,4,LDZA,EIDW,7
2019,4,LIRP,EIDW,2
2019,4,EHEH,EDDF,2
2019,4,EGGW,ELLX,3
2019,4,LSZH,LIRP,2
2019,4,LEMG,LPFR,4
2019,4,EGBB,LGIR,6
2019,4,ELLX,EGGW,4
2019,4,EVRA,LJLJ,2
2019,4,LGIR,LYBE,1
2019,4,LFLL,LIEE,2
2019,4,LIRP,LEMD,1
2019,4,EGCC,LJLJ,1
2019,4,LFML,LROP,6
2019,4,LSGG,LICJ,4
2019,4,EIDW,LDZA,8
2019,4,LYBE,LFML,1
2019,4,LICJ,LOWW,3
2019,4,EPWA,ESSA,1
2019,4,EGSS,EGLL,1
2019,4,UKBB,EGGW,2
2019,4,EGGW,LYBE,9
2019,4,EDDL,BIKF,9
2019,4,UUWW,EDDN,1
2019,4,EGSS,LSZH,3
2019,4,EGBB,EGSS,6
2019,4,LOWW,LZIB,6
2019,4,EBBR,UUWW,2
2019,4,LGIR,LFBD,5
2019,4,EGLL,LIPE,2
2019,4,LZIB,LROP,2
2019,4,LKPR,LTBA,1
2019,4,LIRF,LZIB,1
2019,4,LIRP,LPPT,2
2019,4,EDDH,LZIB,1
2019,4,EGBB,EDDV,1
2019,4,BIKF,EPGD,4
2019,4,UUWW,LFPG,2
2019,4,EHEH,EPKK,2
2019,4,BIKF,ELLX,1
2019,4,LIMF,EDDS,1
2019,4,LFPG,LICJ,5
2019,4,LZIB,EDDL,1
2019,4,LFBD,LICJ,5
2019,4,LIMC,BIKF,3
2019,4,LDZA,LROP,7
2019,4,EDDK,EGKK,1
2019,4,ESSA,EGBB,2
2019,4,UUWW,LIBD,9
2019,4,EKCH,LYBE,5
2019,4,EDDS,LYBE,7
2019,4,ELLX,LFLL,1
2019,4,LGIR,LFLL,20
2019,4,LFML,EDDL,2
2019,4,LFBD,EDDM,6
2019,4,LROP,LDZA,7
2019,4,EPGD,LEMD,2
2019,4,LIRF,LPFR,1
2019,4,UUWW,EKCH,2
2019,4,LFLL,LICJ,7
2019,4,ELLX,LFML,2
2019,4,EDDP,LGIR,4
2019,4,LROP,LZIB,2
2019,4,LIEE,LFPG,4
2019,4,EDDM,LFBD,7
2019,4,LEAL,LFPG,7
2019,4,LGAV,EIDW,2
2019,4,EIDW,LFML,5
2019,4,LSGG,LYBE,7
2019,4,EPGD,UKBB,1
2019,4,LDZA,EGKK,2
2019,4,LFPO,EGKK,4
2019,4,EGAA,EINN,2
2019,4,LKPR,EINN,1
2019,4,LIEE,EDDH,1
2019,4,LKPR,EETN,1
2019,4,ELLX,EGCC,3
2019,4,LYBE,LTBA,1
2019,4,LEAL,LFLL,4
2019,4,LEAL,EDDB,5
2019,4,LIMC,LDZA,10
2019,4,EHAM,ENZV,2
2019,4,EPWA,ENZV,1
2019,4,LFML,LDZA,2
2019,4,LKPR,LFBO,3
2019,4,LEAL,LFBO,1
2019,4,LEAL,LFBD,6
2019,4,EDDV,LIMC,1
2019,4,EDDL,LIEE,4
2019,4,EDDS,LGIR,18
2019,4,LIBR,LSZH,1
2019,4,LIEE,EDDL,4
2019,4,LDZA,LJLJ,2
2019,4,EDDM,EINN,1
2019,4,EGGW,EHEH,1
2019,4,LFBO,BIKF,2
2019,4,EINN,LFBO,2
2019,4,LEAL,EPWA,3
2019,4,EINN,LDZA,1
2019,4,BIKF,EGSS,2
2019,4,EDDV,UUWW,3
2019,4,LHBP,LIPZ,1
2019,4,EDDS,LIEE,2
2019,4,EDDM,LTBA,3
2019,4,LEAL,EINN,2
2019,4,EDDP,EDDV,2
2019,4,LFPG,EDDN,5
2019,4,EGPF,EDDL,1
2019,4,LIPZ,UUDD,3
2019,4,UUEE,LBWN,1
2019,4,LEAL,ULLI,8
2019,4,EDDF,LIEE,4
2019,4,EDDN,LFPG,4
2019,4,LIEE,EDDS,3
2019,4,EDDM,LIEE,7
2019,4,LFBD,LGAV,4
2019,4,LFBO,LGAV,4
2019,4,LEAL,LFML,4
2019,4,LIME,LSGG,1
2019,4,LIEE,EDDF,3
2019,4,EGAA,LSGG,3
2019,4,LIEE,EDDM,9
2019,4,EDDF,EINN,1
2019,4,ESSA,LICJ,1
2019,4,LFMN,EDDS,1
2019,4,LROP,LIRP,2
2019,4,LIMF,ESSA,1
2019,4,LFPG,LFMN,2
2019,4,LEAL,LROP,4
2019,4,LIEE,EDDK,2
2019,4,LFPG,UUDD,3
2019,4,LEBL,LTBA,1
2019,4,EDDS,LICJ,2
2019,4,EDDH,LEPA,1
2019,4,EGAA,EDDB,4
2019,4,UUDD,LBWN,6
2019,4,EGBB,LFBD,1
2019,4,LFML,EIDW,4
2019,4,LFBD,EGBB,1
2019,4,LIBD,LIBR,1
2019,4,LPPT,BIKF,4
2019,4,LFPO,LIBR,5
2019,4,LSGG,EHEH,1
2019,4,EDDS,EGGW,6
2019,4,UUWW,LGAV,3
2019,4,LOWW,LFML,1
2019,4,LEBL,LEPA,3
2019,4,UUEE,EGGW,1
2019,4,EHEH,LSGG,2
2019,4,LEPA,EDDB,2
2019,4,ESSA,LJLJ,1
2019,4,LZIB,EINN,1
2019,4,EGGW,EINN,1
2019,4,UUWW,LIRF,1
2019,4,LIEE,EGCC,5
2019,4,LHBP,LZIB,4
2019,4,LFLL,LIMC,1
2019,4,EDDK,LFML,3
2019,4,EDDP,LGAV,14
2019,4,EDDV,EFHK,2
2019,4,UUEE,EGCC,1
2019,4,LSGG,LJLJ,4
2019,4,EGBB,EGGW,6
2019,4,LEAL,EDDK,3
2019,4,LOWW,LBWN,4
2019,4,BIKF,EDDS,1
2019,4,UUWW,BIKF,3
2019,4,EINN,EBBR,1
2019,4,EGGW,LIBR,1
2019,4,UUDD,LFBO,1
2019,4,EDDK,LGIR,10
2019,4,BIKF,LDZA,1
2019,4,LDZA,LZIB,3
2019,4,EHAM,UUWW,3
2019,4,ELLX,LZIB,1
2019,4,EKCH,LFMN,1
2019,4,LICJ,LFPG,3
2019,4,EGGW,EBBR,3
2019,4,LGIR,EDDN,6
2019,4,LDZA,EDDH,3
2019,4,LZIB,LGIR,1
2019,4,EDDN,LGIR,6
2019,4,EDDP,EDDB,1
2019,4,EINN,EDDF,1
2019,4,LIBD,UUWW,7
2019,4,ENGM,EGAA,1
2019,4,BIKF,LGAV,1
2019,4,LYBE,EDDK,2
2019,4,LSZH,EGSS,2
2019,4,LGIR,EDDK,8
2019,4,EPGD,ENVA,1
2019,4,UUWW,EHAM,2
2019,4,LIRP,LIME,1
2019,4,EGGW,UUEE,1
2019,4,LYBE,LEMD,1
2019,4,UUWW,LGIR,10
2019,4,UKBB,LYBE,1
2019,4,LEBL,LEIB,1
2019,4,LHBP,LFML,1
2019,4,LIMF,LSGG,2
2019,4,LPFR,EDDN,1
2019,4,LEPA,EHAM,1
2019,4,LGIR,UUWW,5
2019,4,EPWA,EDDB,1
2019,4,EPWA,LIRP,1
2019,4,LIBR,LEBL,2
2019,4,EDDN,ESSA,1
2019,4,EDDS,LEPA,4
2019,4,LICJ,LHBP,3
2019,4,LIRF,LIME,2
2019,4,LSZH,LEPA,1
2019,4,EHAM,LEPA,1
2019,4,LEPA,EDDV,2
2019,4,LIBR,LFPO,2
2019,4,LEPA,EDDL,1
2019,4,LEPA,EGKK,1
2019,4,LEPA,LEBL,4
2019,4,LEPA,ESSA,1
2019,4,LEPA,EGLL,1
2019,4,LFPO,EGSS,5
2019,4,LEBL,EDDP,1
2019,4,EBBR,EDDP,2
2019,4,EKCH,LEPA,1
2019,4,ESGG,LGIR,2
2019,4,EFHK,LGIR,6
2019,4,LEMD,LEPA,1
2019,4,LIEE,LFLL,2
2019,4,LEPA,LGAV,1
2019,4,LEPA,EDDS,1
2019,4,LEPA,EDDK,1
2019,4,UKBB,EFHK,1
2019,4,EETN,LDZA,1
2019,4,EDDV,LIRF,2
2019,4,EDDH,UUWW,1
2019,4,LROP,EKBI,1
2019,4,LSZH,EINN,1
2019,4,EDDB,LDZA,1
2019,4,LDZA,EGBB,1
2019,4,LIEE,LFBO,2
2019,4,LIRF,EDDV,2
2019,4,LIME,EHAM,2
2019,4,EDDN,UUWW,1
2019,4,LIEE,LFBD,2
2019,4,ELLX,LGIR,3
2019,4,LIBR,LGIR,1
2019,4,EFHK,UUDD,1
2019,4,LFML,ELLX,1
2019,4,LFPO,EGLL,1
2019,4,LGIR,ELLX,3
2019,4,EKCH,LGIR,2
2019,4,EGPH,EPGD,3
2019,4,EFHK,EDDK,1
2019,4,LFPO,UKBB,6
2019,4,LGIR,EKCH,1
2019,4,UKBB,LFPO,5
2019,4,LJLJ,LEBL,3
2019,4,LSGG,LFMN,3
2019,4,LKPR,LPFR,2
2019,4,LDZA,LPPT,6
2019,4,ULLI,LSGG,2
2019,4,LEBL,LJLJ,3
2019,4,UUWW,LEAL,1
2019,4,LDZA,LYBE,2
2019,4,LGIR,EFHK,3
2019,4,UUDD,LYBE,1
2019,4,LFML,LFLL,1
2019,4,UUDD,EGGW,1
2019,4,EGSS,LFPO,3
2019,4,LPPT,LDZA,8
2019,4,LBWN,EDDB,3
2019,4,LICJ,LIBD,2
2019,4,LFBO,LICJ,7
2019,4,EGKK,LFPO,1
2019,4,LDZA,ESSA,3
2019,4,EGSS,LIPE,1
2019,4,ESSA,LDZA,3
2019,4,LBWN,LHBP,1
2019,4,BIKF,UKBB,1
2019,4,BIKF,LYBE,2
2019,4,EDDV,EGGW,3
2019,4,EVRA,LDZA,1
2019,4,EDDP,LPPT,1
2019,4,UUEE,LIPX,1
2019,4,LEMD,EDDP,1
2019,4,LIBD,LGIR,4
2019,4,LDZA,BIKF,1
2019,4,EINN,LIBR,1
2019,4,LICJ,EDDF,2
2019,4,LEMG,UUWW,2
2019,4,EDDK,EPGD,2
2019,4,LDZA,LGAV,5
2019,4,UUBW,ULLI,1
2019,4,ULLI,UUBW,1
2019,4,ELLX,EVRA,1
2019,4,LEBL,LYBE,3
2019,4,LICJ,ESSA,2
2019,4,LYBE,ENGM,3
2019,4,LICJ,EGKK,3
2019,4,URRP,LSGG,2
2019,4,UUWW,LYBE,1
2019,4,EDDF,EDDP,5
2019,4,UUWW,EDDH,1
2019,4,LZIB,EDDK,1
2019,4,EDDS,UUDD,2
2019,4,EGAA,EPKK,1
2019,4,LEAL,EPGD,2
2019,4,LYBE,BIKF,1
2019,4,LFBD,ENGM,1
2019,4,EHAM,URRP,1
2019,4,LDZA,EETN,1
2019,4,LFML,LOWW,1
2019,4,EDDV,LSGG,1
2019,4,LDZA,ULLI,3
2019,4,EDDK,LZIB,1
2019,4,EDDB,EGBB,1
2019,4,LIEE,EHAM,1
2019,4,ULLI,LDZA,3
2019,4,LICJ,LIPE,1
2019,4,UUDD,EVRA,1
2019,4,EDDN,ELLX,2
2019,4,LYBE,EETN,1
2019,4,EDDN,EDDK,3
2019,4,LIPX,LGAV,1
2019,4,LYBE,LEMG,1
2019,4,UUEE,LGIR,10
2019,4,LIBD,LSGG,2
2019,4,EGPF,LEMD,1
2019,4,EGBB,ELLX,1
2019,4,LTBA,LZIB,1
2019,4,LZIB,EDDM,1
2019,4,EGLL,EGSS,1
2019,4,BIKF,UUWW,1
2019,4,LGIR,UUEE,10
2019,4,EVRA,ELLX,1
2019,4,LGAV,LDZA,1
2019,4,EGGW,EDDH,2
2019,4,EETN,EDDK,1
2019,4,LIEE,LDZA,1
2019,4,LDZA,EFHK,3
2019,4,EDDL,EHEH,1
2019,4,EGPF,LOWW,1
2019,4,LFPO,ELLX,1
2019,4,EFHK,LDZA,3
2019,4,ULLI,EDDK,1
2019,4,EGGW,UUDD,1
2019,4,UUBW,LFPG,1
2019,4,LIMF,LSZH,1
2019,4,LDZA,ENGM,1
2019,4,ENGM,LDZA,3
2019,4,LJLJ,ESSA,1
2019,4,ULLI,LZIB,1
2019,4,LDZA,EVRA,1
2019,4,EETN,LGIR,3
2019,4,EGAA,EDDK,1
2019,4,EGKK,LIEE,4
2019,4,LIMF,LIEE,1
2019,4,LFPO,LDZA,1
2019,4,LGAV,ENGM,1
2019,4,LIEE,EGKK,3
2019,4,LFPO,EVRA,1
2019,4,EDDH,EHEH,1
2019,4,LEMG,EDDV,1
2019,4,EFHK,EDDN,1
2019,4,EGSS,EDDL,3
2019,4,EDDK,EGAA,1
2019,4,EHEH,EDDL,1
2019,4,LFMN,LIRF,1
2019,4,LFMN,EIDW,2
2019,4,LFMN,EGSS,1
2019,4,EDDV,LEMG,1
2019,4,EHAM,EDDP,1
2019,4,LFMN,EGKK,1
2019,4,LZIB,LFPG,1
2019,4,LJLJ,BIKF,2
2019,4,LFBO,LIEE,1
2019,4,UUEE,LIPE,1
2019,4,EBBR,LFMN,1
2019,4,LGIR,ESGG,1
2019,4,LEMD,UUWW,1
2019,4,EDDK,UKBB,1
2019,4,ENGM,LGIR,1
2019,4,EDDV,EGSS,1
2019,4,ELLX,LFPO,1
2019,4,BIKF,EGAA,1
2019,4,LFBO,EDDK,1
2019,4,LFBD,LIRP,1
2019,4,BIKF,LZIB,1
2019,4,EETN,EGCC,1
2019,4,LZIB,EDDV,1
2019,4,LROP,LGIR,3
2019,4,BIKF,EDDK,1
2019,4,LJLJ,LICJ,1
2019,4,LGIR,LROP,1
2019,4,EDDS,EGSS,1
2019,4,EGCC,EKBI,2
2019,4,LEMG,LIBD,1
2019,4,UKBB,LEAL,2
2019,4,ENGM,EDDS,1
2019,4,LFBO,EFHK,1
2019,4,EDDL,EGSS,3
2019,4,LIPZ,LHBP,1
2019,4,EGLL,EGBB,1
2019,4,LFBO,EGCC,1
2019,4,LEMG,LGAV,1
2019,4,LIRP,LEBL,1
2019,4,EGPF,EPWA,1
2019,4,LIMC,EDDP,1
2019,4,LFLL,LFML,1
2019,4,LGIR,UKBB,2
2019,4,LKPR,LIEE,1
2019,4,UUDD,EIDW,1
2019,4,LGIR,EETN,1
2019,4,UUWW,LPFR,1
2019,4,LGAV,LFBO,2
2019,4,UKBB,LGIR,1
2019,4,EGGW,LDZA,1
2019,4,LGAV,LIRP,1
2019,4,LFML,URRP,1
2019,4,LEMD,LJLJ,1
2019,4,EDDN,UUEE,1
2019,4,EIDW,UUDD,1
2019,4,EGPH,EPWA,1
2019,4,EGPF,LPPT,1
2019,4,EGAA,EGLL,1
2019,4,EGAA,LFLL,1
2019,4,LIEE,LIPE,1
2019,4,EDDV,UKBB,1
2019,4,UUDD,BIKF,1
2019,4,LEMD,ESGG,1
2019,4,ESGG,LYBE,1
2019,4,UUWW,UUDD,2
2019,4,BIKF,UUDD,1
2019,4,EPWA,LBWN,1
2019,4,EGKK,LIPE,1
2019,4,LBWN,EPWA,1
2019,4,ELLX,UUEE,1
2019,4,EHAM,LICJ,1
2019,4,UUDD,LIBD,2
2019,4,UUDD,LIEE,2
2019,4,EKCH,LZIB,1
2019,4,UUWW,LJLJ,1
2019,4,ULLI,LEMG,1
2019,4,ESSA,EGSS,1
2019,4,LGIR,EGSS,1
2019,4,BIKF,LPPT,1
2019,4,LGIR,EPGD,1
2019,4,EHAM,LIEE,1
2019,4,LIPZ,LYBE,1
2019,4,LIBD,UUDD,2
2019,4,LIEE,UUDD,2
2019,4,UUEE,LIRP,1
2019,4,LFPG,UUBW,2
2019,4,LSGG,LFML,1
2019,4,EPWA,LPPR,1
2019,4,EBBR,EGBB,6
2019,4,LIMC,LPPR,2
2019,4,LEBL,LPPR,1
2019,4,LEMG,UUDD,1
2019,4,EETN,LJLJ,1
2019,4,ESGG,LEMD,1
2019,4,LYBE,URRP,1
2019,4,LPFR,EPWA,3
2019,4,LPPR,LEBL,1
2019,4,EDDM,LPPR,1
2019,4,LDZA,UUWW,1
2019,4,EGAA,ELLX,1
2019,4,EPWA,LPFR,4
2019,4,UUWW,LPPT,1
2019,4,EDDS,ELLX,1
2019,4,EBBR,LPPR,1
2019,4,LPPR,ELLX,1
2019,4,LPPR,LEMD,2
2019,4,UUWW,LDZA,1
2019,4,LFPG,LPPR,1
2019,4,LGIR,LFML,1
2019,4,LGAV,EPGD,1
2019,4,EBBR,LIEE,1
2019,4,LEMD,LPPR,1
2019,4,EDDK,ELLX,1
2019,4,EDDV,LTBA,1
2019,4,LPPR,EKCH,1
2019,4,LPPR,LFPG,1
2019,4,LPPR,EGKK,1
2019,4,UKBB,LIPE,1
2019,4,LFPG,LIPZ,1
2019,4,EDDL,EPGD,1
2019,4,LIBD,LIPE,1
2019,4,EGAA,EDDN,1
2019,4,LEMG,EKBI,1
2019,4,LJLJ,LDZA,1
2019,4,LFPG,LBWN,1
2019,4,EGLL,EGGW,2
2019,4,UUEE,UUBW,1
2019,4,LYBE,UKBB,1
2019,4,LKPR,LIMF,1
2019,4,LIRP,LTBA,1
2019,4,URRP,LOWW,1
2019,4,EDDL,EGPF,1
2019,4,ULLI,LGIR,1
2019,4,LYBE,LZIB,1
2019,4,EPGD,EDDK,1
2019,4,EHEH,EDDK,1
2019,4,EGPH,UUWW,1
2019,4,LIME,LBWN,1
2019,4,EGPH,LGIR,1
2019,4,LGIR,ULLI,1
2019,4,EHAM,LIME,1
2019,4,LEAL,UKBB,1
2019,4,LICJ,EGLL,1
2019,4,EFHK,EDDP,1
2019,4,LZIB,EDDP,1
2019,5,LEMG,LHBP,22
2019,5,LIRF,UUEE,207
2019,5,LEMD,LROP,101
2019,5,LEAL,LROP,9
2019,5,LGAV,UUEE,55
2019,5,EGKK,LROP,31
2019,5,LIPZ,UUEE,52
2019,5,EGBB,LROP,26
2019,5,LFPG,UUEE,287
2019,5,EBBR,UUEE,79
2019,5,LEMD,UUEE,89
2019,5,LFLL,UUEE,57
2019,5,LEAL,EGKK,227
2019,5,LEMG,EGKK,330
2019,5,EHAM,UUEE,179
2019,5,EGKK,UKBB,35
2019,5,EGLL,UUEE,165
2019,5,LEMG,EIDW,149
2019,5,EGLL,UUDD,50
2019,5,EIDW,UUEE,28
2019,5,EKCH,UUEE,58
2019,5,LEAL,EGGW,89
2019,5,LPPT,UUDD,27
2019,5,LEBL,UUEE,105
2019,5,LIRF,LEMD,353
2019,5,EDDB,UUEE,149
2019,5,LEBL,EIDW,126
2019,5,LPPT,EFHK,48
2019,5,LOWW,UUEE,123
2019,5,UUDD,LEBL,83
2019,5,LIMC,UUEE,156
2019,5,UUWW,URRP,121
2019,5,LYBE,UUEE,125
2019,5,LKPR,UUEE,147
2019,5,LROP,UUEE,58
2019,5,UUDD,ULLI,193
2019,5,LTBA,UKBB,11
2019,5,ESGG,UUEE,28
2019,5,UUEE,URRP,103
2019,5,LEMG,EGGW,129
2019,5,LFPG,EGGW,103
2019,5,LEMG,EFHK,97
2019,5,LEMG,UUDD,9
2019,5,EVRA,UUEE,238
2019,5,EGSS,EGPH,271
2019,5,EGCC,LGAV,24
2019,5,LEAL,EGCC,168
2019,5,EBBR,EDDP,4
2019,5,EDDP,EDDK,73
2019,5,EDDK,EKCH,45
2019,5,LEMG,ESSA,133
2019,5,LIME,EGSS,131
2019,5,EDDK,EGSS,159
2019,5,EKCH,EDDP,1
2019,5,UUDD,LGAV,21
2019,5,ULLI,UUEE,700
2019,5,EDDV,LGIR,70
2019,5,LEMD,UKBB,19
2019,5,EBBR,LEMD,314
2019,5,EBBR,LIME,19
2019,5,UKBB,LEBL,43
2019,5,UUWW,UUDD,11
2019,5,EDDK,LEMD,64
2019,5,EDDK,LFPG,79
2019,5,EGAA,EGSS,202
2019,5,EBBR,EGGW,16
2019,5,EDDP,EGSS,15
2019,5,LTBA,LSZH,6
2019,5,EDDP,EKCH,52
2019,5,LIRF,UKBB,35
2019,5,LPPT,LSZH,116
2019,5,LFPG,EDDK,96
2019,5,UKBB,EVRA,67
2019,5,EFHK,LEMD,40
2019,5,LFPG,ESSA,269
2019,5,LFPG,EGSS,78
2019,5,EBBR,LEBL,260
2019,5,LFPG,LEMD,333
2019,5,LFPG,EGBB,76
2019,5,UUEE,EVRA,245
2019,5,EDDK,LGIR,47
2019,5,UUEE,LIRF,201
2019,5,EDDK,EIDW,61
2019,5,EDDK,LTBA,10
2019,5,LFPG,EKCH,299
2019,5,EGGW,LTBA,7
2019,5,EDDP,EFHK,18
2019,5,EDDP,ESSA,21
2019,5,LFPG,EHAM,320
2019,5,ULLI,UUDD,425
2019,5,LFPG,LOWW,348
2019,5,UKBB,LHBP,33
2019,5,EGCC,EDDS,2
2019,5,LIME,UKBB,25
2019,5,URRP,UUDD,60
2019,5,EFHK,EVRA,119
2019,5,EDDP,EDDM,31
2019,5,URRP,UUEE,91
2019,5,UUDD,EGLL,52
2019,5,EETN,EVRA,127
2019,5,UUEE,EHAM,175
2019,5,EETN,EFHK,29
2019,5,LROP,EPWA,66
2019,5,EDDF,UKBB,78
2019,5,LROP,EDDF,84
2019,5,EETN,EDDF,74
2019,5,ULLI,LFPG,91
2019,5,UKBB,LFPG,85
2019,5,ULLI,UUWW,507
2019,5,UKBB,EDDM,57
2019,5,ULLI,EDDF,64
2019,5,EDDF,EDDM,444
2019,5,UUDD,EDDF,90
2019,5,EFHK,EDDF,105
2019,5,EETN,EKCH,53
2019,5,LIMC,ELLX,103
2019,5,LROP,LFPG,193
2019,5,UUEE,LFPG,287
2019,5,EVRA,EGGW,53
2019,5,EDDP,UKBB,12
2019,5,LROP,LEBL,96
2019,5,LGIR,LGAV,139
2019,5,LOWW,LGIR,34
2019,5,EDDK,LPFR,38
2019,5,LHBP,UUEE,127
2019,5,EKCH,ESGG,187
2019,5,EFHK,LEAL,28
2019,5,LOWW,LEBL,176
2019,5,LROP,EHEH,23
2019,5,LEMD,LIRF,355
2019,5,EGBB,EGCC,28
2019,5,LEBL,EGCC,144
2019,5,LROP,LOWW,218
2019,5,LFPG,UKBB,62
2019,5,LOWW,LIRF,179
2019,5,LOWW,LEMD,163
2019,5,UUDD,LOWW,82
2019,5,ENVA,EKCH,103
2019,5,UUEE,LEMD,94
2019,5,EDDS,LPFR,23
2019,5,EHAM,LEBL,378
2019,5,EDDV,EHAM,94
2019,5,EBBR,UKBB,23
2019,5,EGSS,EIDW,215
2019,5,EPWA,EKCH,126
2019,5,UUEE,EDDM,121
2019,5,LKPR,EDDF,87
2019,5,EDDS,LSZH,154
2019,5,EPWA,EGGW,108
2019,5,ELLX,EKCH,44
2019,5,EDDM,LGIR,91
2019,5,EDDH,EDDF,418
2019,5,LROP,EGSS,57
2019,5,EHAM,LEAL,56
2019,5,LEMG,LFPG,129
2019,5,EDDN,EHAM,79
2019,5,EDDS,LDZA,23
2019,5,LSGG,LSZH,272
2019,5,EPWA,LGIR,19
2019,5,UKBB,EDDF,47
2019,5,EDDV,EKCH,70
2019,5,LHBP,LEBL,88
2019,5,EDDL,LPFR,43
2019,5,LIRF,EDDM,227
2019,5,EPWA,UKBB,57
2019,5,LHBP,LFPG,152
2019,5,UKBB,LOWW,77
2019,5,LEMD,EHAM,239
2019,5,EHAM,LPFR,77
2019,5,EDDS,LGIR,64
2019,5,LFBO,EDDM,100
2019,5,LFBD,LFPG,193
2019,5,EBBR,EDDF,140
2019,5,EDDS,LPPT,69
2019,5,ESSA,LFPG,262
2019,5,LEMD,LSZH,268
2019,5,EDDF,LPPT,226
2019,5,LIMF,LFPG,103
2019,5,LEBL,LIRF,309
2019,5,LFLL,LFPG,172
2019,5,ESSA,EDDM,155
2019,5,UUEE,LHBP,121
2019,5,EFHK,LPPT,53
2019,5,LEAL,LEMD,65
2019,5,LEMG,ESGG,55
2019,5,EDDH,LFPG,192
2019,5,LFLL,LEMD,99
2019,5,LHBP,EDDF,201
2019,5,LIPZ,LFPG,235
2019,5,EKCH,LPPT,52
2019,5,LIMF,EDDF,119
2019,5,EBBR,LEMG,51
2019,5,EDDL,EDDF,156
2019,5,UUEE,EGLL,179
2019,5,LSGG,LPFR,28
2019,5,EKCH,EDDM,193
2019,5,LJLJ,BIKF,2
2019,5,EFHK,LEBL,91
2019,5,LSZH,LGIR,47
2019,5,EPWA,EHAM,159
2019,5,ENVA,EHAM,31
2019,5,LIRF,LPPT,131
2019,5,EFHK,EHAM,161
2019,5,LSZH,LPPT,130
2019,5,LSGG,LPPT,167
2019,5,LJLJ,LEMD,4
2019,5,EDDH,LPPT,52
2019,5,EDDB,LHBP,61
2019,5,LFPG,LFPO,27
2019,5,LEMD,LFPG,335
2019,5,LIBD,LIRF,231
2019,5,LHBP,LEMD,77
2019,5,EDDL,LICJ,12
2019,5,EPWA,LHBP,92
2019,5,EKCH,LFPG,296
2019,5,EDDH,EIDW,47
2019,5,EDDF,EIDW,182
2019,5,LIMC,LFPG,383
2019,5,ESGG,EDDF,110
2019,5,LIPZ,EHAM,92
2019,5,EBBR,LPPT,166
2019,5,LIMF,LIRF,164
2019,5,LYBE,EDDF,76
2019,5,LPPT,EHAM,171
2019,5,EKCH,LSZH,158
2019,5,ESGG,EHAM,112
2019,5,LFBO,LFPG,309
2019,5,EDDS,LEBL,87
2019,5,LPPT,EDDF,192
2019,5,LEBL,LFPG,366
2019,5,LIME,LPPT,26
2019,5,EBBR,LSGG,194
2019,5,LFBD,LFLL,166
2019,5,LFPO,LPFR,73
2019,5,LEBL,LIME,71
2019,5,EKCH,EHAM,288
2019,5,LROP,LIME,82
2019,5,ELLX,EHAM,75
2019,5,EBBR,LEAL,40
2019,5,EDDH,EDDS,305
2019,5,EFHK,ESSA,547
2019,5,EDDB,LEBL,134
2019,5,LHBP,EGGW,127
2019,5,LSGG,EDDM,162
2019,5,LROP,EDDS,13
2019,5,EBBR,EDDM,135
2019,5,LZIB,EGSS,49
2019,5,ESSA,EDDF,165
2019,5,LOWW,LYBE,29
2019,5,LIEE,LIRF,167
2019,5,LEAL,ESSA,69
2019,5,EDDS,EDDH,314
2019,5,LFPO,LEMD,374
2019,5,UUEE,EDDB,152
