year,month,origin,destination,number_of_flights
2021,12,EDDK,EKCH,28
2021,12,EDDK,LIME,98
2021,12,EPGD,EDDP,33
2021,12,ULLI,UUEE,296
2021,12,UWWW,UUEE,93
2021,12,LTFM,LFPG,171
2021,12,LIMF,LIMC,4
2021,12,LIMC,LHBP,51
2021,12,EBBR,LIMC,44
2021,12,LICJ,LIRF,109
2021,12,EBBR,LHBP,26
2021,12,UUDD,LGAV,25
2021,12,LIMC,EGSS,104
2021,12,UUWW,ULLI,164
2021,12,ULLI,UUDD,119
2021,12,EKCH,EDDP,72
2021,12,EDDK,LEBL,82
2021,12,LIME,EKBI,10
2021,12,EDDK,LIPZ,39
2021,12,EDDP,LEMD,84
2021,12,UMMS,UUEE,193
2021,12,LFPG,EDDV,96
2021,12,EDDP,LEBL,31
2021,12,EDDK,EDDP,75
2021,12,EDDP,EHAM,57
2021,12,EBBR,EIDW,45
2021,12,LFPG,LEMD,275
2021,12,EDDK,ESSA,33
2021,12,EDDP,EGSS,25
2021,12,EDDK,LKPR,28
2021,12,LFPG,LIRF,226
2021,12,LFPG,ESSA,137
2021,12,EDDK,LIMC,85
2021,12,EDDK,LPPR,38
2021,12,LFPG,EFHK,160
2021,12,EKCH,ENGM,434
2021,12,LFPG,LIMC,340
2021,12,EDDP,EDDF,123
2021,12,EDDP,EFHK,26
2021,12,LFPG,EINN,17
2021,12,LFPG,EGCC,172
2021,12,LEPA,LEMD,510
2021,12,EDDP,ENGM,23
2021,12,LFPG,LOWW,160
2021,12,EDDK,EIDW,61
2021,12,EDDP,ESSA,25
2021,12,EETN,EVRA,114
2021,12,EDDK,LOWW,117
2021,12,LFPG,EKCH,251
2021,12,EDDP,EIDW,27
2021,12,LEBL,LEPA,606
2021,12,LROP,EPWA,88
2021,12,LEMD,LIMC,198
2021,12,EFHK,EVRA,143
2021,12,LFPG,LFMN,243
2021,12,ULLI,UUWW,177
2021,12,EDDP,LROP,23
2021,12,EYVI,EVRA,95
2021,12,EDDP,LIPX,6
2021,12,LIRF,LIMC,53
2021,12,EDDP,LIME,5
2021,12,LGAV,EHAM,62
2021,12,EFHK,EETN,194
2021,12,EDDK,EDDM,184
2021,12,EDDP,LSGG,29
2021,12,EDDK,LROP,11
2021,12,EDDP,EDDM,94
2021,12,EDDK,EPWA,23
2021,12,EDDP,EPWA,23
2021,12,LFPG,EHAM,323
2021,12,EDDK,EKBI,18
2021,12,EDDP,LHBP,32
2021,12,LFPG,LEBL,291
2021,12,EETN,EFHK,199
2021,12,UUEE,EHAM,160
2021,12,LYBE,UUWW,31
2021,12,EDDK,EDDB,210
2021,12,LROP,EHAM,142
2021,12,LBSF,LOWW,62
2021,12,LROP,LFPG,123
2021,12,EDDP,EINN,18
2021,12,LROP,LOWW,94
2021,12,EGGW,EDDP,22
2021,12,EDDP,EDDS,35
2021,12,EDDK,LSGG,22
2021,12,LEBL,LIRF,218
2021,12,EDDP,LIPZ,27
2021,12,LTBA,LEBL,14
2021,12,EDDK,LBSF,35
2021,12,EKCH,ESGG,56
2021,12,UKBB,EHAM,91
2021,12,EDDK,LDZA,26
2021,12,EDDP,EYVI,23
2021,12,EDDP,UUEE,84
2021,12,EDDK,LFBD,15
2021,12,LBSF,EGGW,55
2021,12,EKCH,ESSA,319
2021,12,UKBB,EDDM,64
2021,12,EYVI,EKCH,46
2021,12,UKBB,EDDF,63
2021,12,LIRF,LEBL,218
2021,12,EDDP,LIRP,28
2021,12,EVRA,LKPR,19
2021,12,LGAV,EDDM,64
2021,12,EDDP,LBSF,26
2021,12,EYVI,EPWA,91
2021,12,LROP,EDDM,78
2021,12,EDDP,UKBB,29
2021,12,EDDK,UUWW,35
2021,12,EDDK,EDDS,27
2021,12,EDDK,EVRA,23
2021,12,LROP,EGSS,64
2021,12,EPWA,EVRA,60
2021,12,EKCH,EFHK,207
2021,12,LHBP,LFPG,112
2021,12,EDDL,EDDF,93
2021,12,EDDK,EPGD,34
2021,12,EDDF,LPPT,110
2021,12,EDDV,EDDB,37
2021,12,LFBO,LFPO,538
2021,12,LTFM,UKBB,136
2021,12,LTFM,EGLL,170
2021,12,LKPR,LHBP,53
2021,12,EPKK,EPWA,133
2021,12,LFBD,EHAM,75
2021,12,EDDB,EHAM,231
2021,12,EPGD,EPWA,135
2021,12,EDDH,LFPG,127
2021,12,LKPR,EHAM,168
2021,12,EFHK,EPWA,73
2021,12,EPWA,EDDM,178
2021,12,LIMC,LICJ,154
2021,12,EDDS,EHAM,117
2021,12,EPKK,EHAM,84
2021,12,LFMN,EHAM,124
2021,12,LTFM,LDZA,27
2021,12,LTFM,LMML,31
2021,12,EKCH,EDDM,138
2021,12,EDDB,LIMC,95
2021,12,LEBL,EHAM,335
2021,12,EDDV,EHAM,67
2021,12,LDZA,EHAM,81
2021,12,ENBR,EKCH,104
2021,12,LGAV,EDDF,69
2021,12,ESGG,EHAM,104
2021,12,EDDN,EHAM,65
2021,12,EYVI,EGSS,29
2021,12,ELLX,LEPA,15
2021,12,ENGM,EKCH,417
2021,12,ESGG,EDDM,62
2021,12,EYVI,ESSA,31
2021,12,LFMN,LFPG,256
2021,12,ESSA,LEMG,88
2021,12,ESSA,EFHK,349
2021,12,LEMG,LFPG,59
2021,12,ELLX,LPPT,69
2021,12,ESSA,LFPG,136
2021,12,LFBO,EDDM,88
2021,12,EDDM,LPPT,108
2021,12,EDDP,UUDD,44
2021,12,LTFM,UMMS,78
2021,12,LPPR,LPPT,182
2021,12,EDDN,EDDF,51
2021,12,EPGD,EKCH,56
2021,12,LIRF,LPPT,74
2021,12,LEBL,LPPT,167
2021,12,EDDH,EHAM,129
2021,12,EKCH,LFMN,24
2021,12,ESSA,EKCH,323
2021,12,LOWW,EDDF,212
2021,12,EDDL,LPFR,11
2021,12,EFHK,LEAL,22
2021,12,EDDH,EDDM,327
2021,12,EKCH,EHAM,306
2021,12,EETN,EDDF,58
2021,12,EDDL,EHAM,105
2021,12,ESGG,EETN,13
2021,12,EDDH,EDDS,109
2021,12,ENBR,EHAM,93
2021,12,ENGM,LEAL,80
2021,12,LEMD,UKBB,25
2021,12,LOWW,LEPA,52
2021,12,LFML,EDDM,65
2021,12,LSGG,LPPT,110
2021,12,EDDM,EVRA,58
2021,12,LHBP,UUWW,39
2021,12,LFBO,EDDF,57
2021,12,EPGD,EDDM,55
2021,12,EPWA,EHAM,184
2021,12,EDDB,LFPG,217
2021,12,LOWW,LEBL,94
2021,12,ESSA,LEPA,17
2021,12,LIME,EDDK,97
2021,12,LEBL,EDDF,165
2021,12,LKPR,LEBL,78
2021,12,LFPG,EDDM,201
2021,12,LHBP,EDDF,97
2021,12,LOWW,LIMC,155
2021,12,LIPZ,LFPG,202
2021,12,EPKK,EDDM,68
2021,12,EDDL,EDDB,96
2021,12,EDDB,EDDM,247
2021,12,EIDW,EDDF,172
2021,12,LOWW,LEMD,105
2021,12,EGSS,EIDW,226
2021,12,EPKK,EDDF,92
2021,12,LSGG,EDDM,111
2021,12,EDDL,EDDM,285
2021,12,EYVI,EDDF,39
2021,12,LEMD,LIRP,24
2021,12,ELLX,LIMC,99
2021,12,LIMC,LPPT,76
2021,12,LPPT,EDDF,162
2021,12,ESGG,ESSA,190
2021,12,LIPE,EGSS,40
2021,12,LMML,EDDL,6
2021,12,EDDP,LMML,15
2021,12,LROP,LEMD,80
2021,12,LSZH,EYVI,6
2021,12,LTFM,LEMD,60
2021,12,UUEE,EFHK,94
2021,12,LFPO,LFML,178
2021,12,LMML,LZIB,7
2021,12,LFMN,LFPO,483
2021,12,LIPE,LIBR,15
2021,12,LTFM,LEMG,45
2021,12,LEPA,LEBL,595
2021,12,EDDV,ENGM,17
2021,12,LEMG,EDDF,62
2021,12,EDDB,EGSS,88
2021,12,LFLL,EHAM,18
2021,12,EFHK,ESGG,111
2021,12,LIRP,LICJ,52
2021,12,LSZH,LPPT,82
2021,12,LOWW,EGSS,59
2021,12,LFLL,LFBO,50
2021,12,LFPO,LFBO,542
2021,12,LHBP,EGSS,106
2021,12,ELLX,LSGG,50
2021,12,LTFM,LPPT,31
2021,12,EFHK,EDDB,99
2021,12,LEMD,LIRF,248
2021,12,LTFM,EIDW,37
2021,12,LEBL,LFPG,292
2021,12,EDDM,LFBO,84
2021,12,LFPO,LIMC,34
2021,12,LIPZ,EDDM,56
2021,12,LIME,EGSS,120
2021,12,LTFM,LKPR,27
2021,12,ESSA,LEAL,64
2021,12,EDDS,EDDH,108
2021,12,LIPE,LICJ,56
2021,12,LSGG,LFPO,84
2021,12,LIRF,LFPG,255
2021,12,EVRA,LEMG,25
2021,12,ENGM,EDDF,121
2021,12,LROP,EHEH,22
2021,12,LEBL,EGLL,113
2021,12,EDDN,LHBP,29
2021,12,LIMC,EDDM,84
2021,12,EDDL,EKCH,67
2021,12,LSZH,EDDB,171
2021,12,LEPA,LEMG,81
2021,12,EDDF,LFPG,256
2021,12,EDDM,EDDP,84
2021,12,ELLX,EDDM,108
2021,12,EPWA,LFPG,166
2021,12,LEBL,EBBR,25
2021,12,EKCH,LFPG,251
2021,12,ESSA,ESGG,189
2021,12,EFHK,EKCH,206
2021,12,EPGD,EGGW,49
2021,12,EFHK,ENGM,164
2021,12,LFPG,LPPR,78
2021,12,LTFM,LYBE,67
2021,12,EDDB,UKBB,32
2021,12,EPKK,LIBD,13
2021,12,LIRF,LEMD,249
2021,12,EDDB,EDDF,289
2021,12,LEBL,EGGW,34
2021,12,LFMN,LFBO,59
2021,12,LTFM,LROP,88
2021,12,EDDL,LSZH,126
2021,12,LEBL,LEMG,197
2021,12,LOWW,LEMG,42
2021,12,EHAM,ENGM,180
2021,12,LEMD,EGSS,101
2021,12,LFML,LFPO,227
2021,12,UMMS,ULLI,36
2021,12,LIPE,LEBL,84
2021,12,EDDL,LFPG,101
2021,12,LFPO,LPPT,183
2021,12,LIMC,LIBD,61
2021,12,LIME,LEMD,68
2021,12,EVRA,EDDF,58
2021,12,LFLL,LSGG,13
2021,12,EDDV,EDDL,8
2021,12,LDZA,EGSS,27
2021,12,LEMD,EHAM,275
2021,12,LPPT,LFPG,175
2021,12,LIPZ,LJLJ,14
2021,12,LTFM,EDDL,88
2021,12,LKPR,EDDM,97
2021,12,LFPO,EDDH,18
2021,12,EKBI,EHAM,106
2021,12,UMMS,UUDD,93
2021,12,EDDF,LOWW,195
2021,12,EHAM,LGAV,83
2021,12,EVRA,LIRF,13
2021,12,LFML,LEMD,103
2021,12,LEMD,EDDP,77
2021,12,LTFM,LJLJ,20
2021,12,LPPR,EHAM,94
2021,12,EDDH,ELLX,21
2021,12,LIPE,EIDW,9
2021,12,EVRA,ENGM,64
2021,12,LTFM,LHBP,27
2021,12,EHAM,LKPR,169
2021,12,EDDM,LGAV,86
2021,12,LFML,LFPG,183
2021,12,ESSA,EDDF,142
2021,12,LTFM,EGCC,74
2021,12,ENBR,ENZV,57
2021,12,LIME,LPPR,39
2021,12,EFHK,LFPG,147
2021,12,EDDL,EGLL,109
2021,12,LFPG,LKPR,140
2021,12,LIBD,LIRF,81
2021,12,EHAM,LIRF,212
2021,12,LOWW,LHBP,26
2021,12,LEMG,EKCH,112
2021,12,LFLL,LFML,7
2021,12,ELLX,LOWW,66
2021,12,LFPO,EGBB,12
2021,12,EBBR,EDDF,84
2021,12,EYVI,EHAM,32
2021,12,EDDH,EPWA,72
2021,12,ENGM,EHAM,175
2021,12,EGPH,EDDB,27
2021,12,EDDL,EDDH,65
2021,12,EHAM,LFPG,319
2021,12,LYBE,EHAM,62
2021,12,LEBL,LEIB,256
2021,12,LEAL,LFPO,64
2021,12,LEMD,LPPT,298
2021,12,LIME,LROP,75
2021,12,LIPE,LIBD,38
2021,12,LIRF,EKCH,73
2021,12,EPKK,LHBP,17
2021,12,EDDF,EDDB,302
2021,12,ELLX,EDDB,48
2021,12,EDDM,EKCH,139
2021,12,EHAM,EGLL,325
2021,12,EBBR,LFML,18
2021,12,EDDB,EDDK,226
2021,12,EKCH,LEMG,112
2021,12,EFHK,EHAM,153
2021,12,LSGG,EGKK,99
2021,12,LIPZ,EHAM,97
2021,12,EDDF,LSGG,156
2021,12,ULLI,LEBL,4
2021,12,EDDM,LFPO,59
2021,12,LEMG,LEBL,199
2021,12,EGBB,LMML,8
2021,12,LEBL,LSGG,154
2021,12,EHAM,ESSA,186
2021,12,EDDM,EDDB,242
2021,12,LEBL,LBSF,31
2021,12,ENGM,LFPG,111
2021,12,EFHK,EDDL,59
2021,12,EDDH,EDDK,47
2021,12,LIBD,LIME,45
2021,12,EHAM,EGKK,59
2021,12,LKPR,EGLL,86
2021,12,EDDM,EDDH,328
2021,12,LTFM,LIPZ,36
2021,12,LFPO,LFMN,462
2021,12,LPPT,LPPR,273
2021,12,LFLL,LFPG,39
2021,12,LOWW,LPPR,11
2021,12,LEAL,ENBR,15
2021,12,LROP,LHBP,25
2021,12,EDDS,LIBD,5
2021,12,EVRA,EETN,109
2021,12,EDDF,EPWA,165
2021,12,ESGG,LFPG,39
2021,12,ESSA,ENGM,311
2021,12,LSGG,LEMD,159
2021,12,EHAM,LEAL,105
2021,12,LEBL,EETN,10
2021,12,LHBP,LPPT,17
2021,12,EDDM,EPWA,177
2021,12,LIME,ELLX,14
2021,12,EKCH,EPWA,124
2021,12,LEMG,LPPT,62
2021,12,EHAM,LPPT,147
2021,12,EGLL,LPPT,177
2021,12,LTFM,LOWW,61
2021,12,LOWW,EBBR,18
2021,12,UUEE,UMMS,193
2021,12,EHAM,LEMG,159
2021,12,EVRA,EIDW,37
2021,12,LFML,LFBD,110
2021,12,EIDW,LFPG,171
2021,12,LSZH,LTBA,16
2021,12,ENGM,EFHK,156
2021,12,EDDF,EGPF,44
2021,12,LSGG,EGLL,217
2021,12,LEBL,LPFR,3
2021,12,EFHK,EDDM,122
2021,12,EHAM,LEBL,340
2021,12,LFPO,LEBL,212
2021,12,LEMD,LMML,19
2021,12,LFML,EDDK,37
2021,12,LSZH,EGLL,192
2021,12,LPFR,LPPT,73
2021,12,EPKK,EGSS,78
2021,12,LFBD,LFPG,236
2021,12,LEAL,LEBL,109
2021,12,EKBI,LIME,10
2021,12,LFPO,LPPR,192
2021,12,EDDS,EGLL,54
2021,12,LOWW,EDDM,137
2021,12,ESSA,EGLL,144
2021,12,LEBL,LIPZ,95
2021,12,LDZA,EDDF,122
2021,12,EKCH,EGLL,163
2021,12,LSZH,EDDF,216
2021,12,EHAM,EPWA,180
2021,12,EGCC,EDDM,64
2021,12,LYBE,EDDF,58
2021,12,EPWA,EDDF,159
2021,12,LEAL,EGBB,56
2021,12,EGBB,LFPG,81
2021,12,LIMF,EDDF,44
2021,12,LSZH,LOWW,185
2021,12,EVRA,LEBL,22
2021,12,LEMD,LEBL,457
2021,12,EDDM,LHBP,78
2021,12,EHEH,LEIB,14
2021,12,EFHK,EIDW,20
2021,12,LTFM,EDDF,126
2021,12,LOWW,LIRF,69
2021,12,EDDH,EGLL,88
2021,12,LPPT,EDDM,156
2021,12,EDDM,EDDF,288
2021,12,EKCH,EDDF,171
2021,12,LFPG,EPWA,164
2021,12,UUEE,LEMD,19
2021,12,EDDB,EGLL,82
2021,12,LSGG,EDDF,149
2021,12,UUWW,UWKD,53
2021,12,EETN,EHAM,32
2021,12,EFHK,LIRF,44
2021,12,LKPR,EDDF,87
2021,12,EVRA,EYVI,92
2021,12,LTFM,EDDM,63
2021,12,LIRF,EHAM,215
2021,12,LIPZ,EDDF,83
2021,12,LMML,LOWW,23
2021,12,EGBB,EDDF,61
2021,12,EDDF,EGLL,266
2021,12,LTFM,EHAM,147
2021,12,ENTC,ENBR,81
2021,12,LIMC,LEBL,221
2021,12,EDDM,EDDL,283
2021,12,EIDW,EINN,36
2021,12,EHAM,LEMD,276
2021,12,LKPR,EPWA,109
2021,12,ESGG,EDDF,79
2021,12,EFHK,LIMC,52
2021,12,LTFM,EKCH,74
2021,12,LIME,LBSF,56
2021,12,LPPR,EDDF,68
2021,12,LFPO,LIPZ,71
2021,12,EDDM,LFPG,220
2021,12,EDDH,EDDF,267
2021,12,EGSS,EVRA,47
2021,12,LTFM,EDDB,86
2021,12,LEMD,LHBP,48
2021,12,LHBP,EHAM,109
2021,12,EHAM,LIMC,128
2021,12,EFHK,EDDF,132
2021,12,EIDW,EGBB,209
2021,12,LOWW,LFPG,156
2021,12,EDDL,EPWA,70
2021,12,EGLL,EGPH,212
2021,12,EPGD,EETN,22
2021,12,EDDH,EBBR,7
2021,12,LEMD,LEIB,178
2021,12,EBBR,LEMD,89
2021,12,LEBL,LEMD,470
2021,12,EIDW,LPPT,99
2021,12,EHAM,LPFR,48
2021,12,LTFM,ESSA,82
2021,12,LSZH,LIRF,103
2021,12,LTFM,LBSF,53
2021,12,EIDW,LSZH,68
2021,12,LEMD,EDDF,242
2021,12,ESSA,EHAM,214
2021,12,LSZH,EDDH,138
2021,12,LFPG,EGLL,228
2021,12,LTFM,ESGG,49
2021,12,EFHK,EGPH,13
2021,12,LIMF,LFPG,46
2021,12,LFPO,ESSA,30
2021,12,LEMD,EDDM,242
2021,12,EDDB,LROP,30
2021,12,LSGG,LFPG,200
2021,12,EGLL,EGPF,208
2021,12,LTFM,ENGM,42
2021,12,LSZH,LFMN,68
2021,12,LFBO,LPPT,57
2021,12,LJLJ,EDDF,59
2021,12,LIRP,EGSS,36
2021,12,EGPH,LMML,8
2021,12,EIDW,BIKF,36
2021,12,EFHK,ESSA,336
2021,12,LFPO,LIRF,144
2021,12,EDDF,LIRF,128
2021,12,EDDL,LEMD,90
2021,12,LEPA,LEIB,380
2021,12,EHAM,LSGG,218
2021,12,EDDF,EDDH,289
2021,12,LEAL,LIBD,4
2021,12,LSZH,EBBR,13
2021,12,LPPT,LPPD,211
2021,12,EDDH,LOWW,137
2021,12,LHBP,EGPH,26
2021,12,ENGM,LEMG,67
2021,12,EGKK,LPFR,45
2021,12,EVRA,EHAM,62
2021,12,LEMD,EDDB,112
2021,12,EGCC,LEAL,130
2021,12,EDDB,EDDV,25
2021,12,LTFM,EFHK,44
2021,12,LFPG,EIDW,167
2021,12,EGPH,EHAM,135
2021,12,EIDW,LIME,61
2021,12,EGAA,EGKK,73
2021,12,LFML,LMML,44
2021,12,LHBP,EGLL,44
2021,12,EINN,EPKK,13
2021,12,LTFM,EDDN,43
2021,12,EKCH,EGSS,67
2021,12,LOWW,EKCH,62
2021,12,LPPR,LSGG,147
2021,12,LSZH,EDDL,130
2021,12,EHAM,EDDM,238
2021,12,LOWW,LSGG,63
2021,12,EPKK,EGPF,16
2021,12,LTFM,LIMC,68
2021,12,EIDW,EHAM,307
2021,12,EGGW,EIDW,100
2021,12,LSGG,LEAL,27
2021,12,LTFM,LSGG,53
2021,12,LSZH,LFPG,168
2021,12,EPGD,EDDF,31
2021,12,EDDF,LSZH,223
2021,12,LPPR,EGSS,88
2021,12,LGAV,LROP,31
2021,12,EGLL,LEMD,244
2021,12,EIDW,EGCC,249
2021,12,EDDB,LPFR,22
2021,12,LSZH,EDDM,163
2021,12,LSGG,LFBD,53
2021,12,LTFM,LSZH,65
2021,12,EHEH,LPFR,33
2021,12,LOWW,EGLL,124
2021,12,LROP,EDDF,78
2021,12,LFPG,LFML,122
2021,12,EGSS,EDDF,83
2021,12,LDZA,EDDB,3
2021,12,EFHK,LEMG,57
2021,12,LEMD,LFPO,269
2021,12,LIPE,LROP,42
2021,12,EKBI,LFPG,39
2021,12,EDDM,LEMD,241
2021,12,LPPR,LFPO,185
2021,12,EGSS,LEAL,62
2021,12,EDDF,EDDM,304
2021,12,EFHK,LSZH,64
2021,12,EGLL,LFPG,246
2021,12,LFPG,EDDF,240
2021,12,LSGG,LFML,17
2021,12,EPWA,LIMC,57
2021,12,LSZH,ELLX,48
2021,12,EDDM,EDDK,166
2021,12,LBWN,LBSF,22
2021,12,LTFM,EDDS,59
2021,12,LEIB,LEPA,363
2021,12,EDDF,LIMC,133
2021,12,LIPZ,LFMN,16
2021,12,LPPR,LEMD,202
2021,12,LSZH,LEMD,182
2021,12,EGLL,EDDF,265
2021,12,EIDW,LEMD,114
2021,12,LTFM,LIRF,61
2021,12,LOWW,EDDL,117
2021,12,EGSS,LBSF,61
2021,12,EHAM,EIDW,306
2021,12,LEMD,LFBO,66
2021,12,LIME,LPPT,43
2021,12,ENGM,ESSA,313
2021,12,EGBB,LROP,36
2021,12,UUDD,LSZH,35
2021,12,LOWW,EDDH,137
2021,12,LROP,LTFM,52
2021,12,LOWW,LSZH,189
2021,12,EFHK,EGLL,100
2021,12,LIMC,LEAL,16
2021,12,EDDM,EGLL,192
2021,12,LPPR,LEBL,123
2021,12,EDDM,LSGG,108
2021,12,EIDW,EGPH,159
2021,12,ENBR,ENVA,40
2021,12,LFPO,LEMD,274
2021,12,EDDH,LSZH,142
2021,12,LIRF,EDDF,119
2021,12,LGAV,LIRF,58
2021,12,LEMD,EGLL,249
2021,12,ESGG,EPWA,32
2021,12,EIDW,EBBR,14
2021,12,EDDV,LIMC,27
2021,12,LEMD,EBBR,42
2021,12,EGGW,EPKK,115
2021,12,EDDB,EPWA,71
2021,12,LOWW,EDDB,137
2021,12,EGCC,EGLL,155
2021,12,ENGM,EDDM,82
2021,12,LTFM,LIPE,31
2021,12,EDDP,EKBI,24
2021,12,LGAV,LSZH,56
2021,12,EDDS,LEIB,2
2021,12,EGSS,LIMC,96
2021,12,LKPR,EVRA,18
2021,12,EETN,UUWW,14
2021,12,LEBL,LPPR,122
2021,12,LTFM,EDDH,65
2021,12,LFMN,EGLL,81
2021,12,EIDW,EGSS,235
2021,12,LEMD,LEMG,139
2021,12,EGCC,LFPG,165
2021,12,EGSS,EETN,18
2021,12,UUEE,LROP,14
2021,12,LEBL,EGKK,81
2021,12,LPPT,LFPO,270
2021,12,LFBD,EDDK,5
2021,12,EGSS,LGAV,22
2021,12,EIDW,EGLL,331
2021,12,UKBB,LSGG,21
2021,12,EGPH,LROP,19
2021,12,UUEE,LGAV,19
2021,12,EKBI,ENGM,65
2021,12,EIDW,EDDM,98
2021,12,EDDP,LJLJ,25
2021,12,LTFM,LFML,25
2021,12,EGCC,LIMC,53
2021,12,LIPZ,LEMD,91
2021,12,UUWW,EDDM,17
2021,12,EPKK,LEAL,14
2021,12,EETN,EPWA,71
2021,12,LYBE,UUEE,65
2021,12,EFHK,LOWW,58
2021,12,LIMC,LDZA,15
2021,12,EIDW,EDDL,41
2021,12,LROP,LEBL,58
2021,12,LGAV,EGLL,90
2021,12,LIMF,LIRF,58
2021,12,EGPF,EGLL,210
2021,12,ULLI,LTFM,23
2021,12,EDDM,EHAM,242
2021,12,ESSA,LIPZ,10
2021,12,LTFM,EVRA,17
2021,12,EGLL,EDDM,190
2021,12,ULLI,EDDL,6
2021,12,LPPT,LSZH,127
2021,12,EDDP,LIRF,51
2021,12,LMML,EHEH,6
2021,12,LEMD,LPPR,226
2021,12,LPPT,LEMD,428
2021,12,LIMC,LEMD,147
2021,12,EGCC,EDDF,70
2021,12,EIDW,LIRF,28
2021,12,EGLL,LSZH,190
2021,12,LEBL,EDDM,147
2021,12,EGSS,EHEH,79
2021,12,UUEE,LKPR,50
2021,12,EDDK,EDDV,4
2021,12,LPPT,EFHK,16
2021,12,EIDW,LGAV,8
2021,12,EHAM,EKCH,305
2021,12,EGPF,EGGW,66
2021,12,EHAM,EGSS,54
2021,12,LEMD,LFML,81
2021,12,EGBB,EHAM,114
2021,12,EGGW,LIRF,25
2021,12,ENGM,EGLL,116
2021,12,EGPH,EGGW,82
2021,12,EHAM,ESGG,100
2021,12,UUWW,LSZH,33
2021,12,EGGW,LMML,20
2021,12,EHAM,EDDS,117
2021,12,EPGD,EDDH,25
2021,12,LOWW,ENGM,40
2021,12,LIMC,EKCH,84
2021,12,EIDW,EGPF,132
2021,12,EGPF,EGBB,57
2021,12,EFHK,UUWW,24
2021,12,UUEE,LIMC,63
2021,12,EGCC,EHAM,192
2021,12,LTBA,EGLL,13
2021,12,EPGD,EHAM,73
2021,12,EIDW,LEMG,85
2021,12,EGPH,EGAA,84
2021,12,EGKK,LEPA,40
2021,12,EPWA,ESSA,82
2021,12,EPKK,EGGW,114
2021,12,LGAV,LFPG,73
2021,12,LTFM,LEBL,68
2021,12,EGPF,EGKK,49
2021,12,EGPH,EGLL,212
2021,12,ESSA,EDDM,102
2021,12,EPWA,ENGM,79
2021,12,LGAV,EPWA,10
2021,12,LIRF,EGLL,136
2021,12,LSGG,EHAM,223
2021,12,UUDD,ULLI,122
2021,12,EDDF,LFBO,62
2021,12,EKCH,EDDL,67
2021,12,LSZH,LSGG,172
2021,12,EHEH,EPWA,17
2021,12,LOWW,EHAM,177
2021,12,EKBI,EDDF,72
2021,12,LPPT,EIDW,145
2021,12,EGCC,BIKF,56
2021,12,EGPH,LEMG,22
2021,12,LEMD,LEAL,136
2021,12,LFLL,LPPR,20
2021,12,EKCH,EDDH,65
2021,12,EHAM,EDDF,259
2021,12,ENBR,ENTC,85
2021,12,LIRF,LIBR,36
2021,12,LIPX,LIMC,8
2021,12,EGPF,EGAA,74
2021,12,EGLL,EHAM,317
2021,12,LSGG,EBBR,23
2021,12,EGAA,EGBB,122
2021,12,EHAM,EDDB,221
2021,12,EGLL,EDDL,109
2021,12,EKCH,ENBR,102
2021,12,UUWW,EETN,12
2021,12,LSGG,ELLX,50
2021,12,LGAV,LHBP,24
2021,12,LEBL,EDDP,73
2021,12,EGCC,EKCH,82
2021,12,LPPR,EDDK,39
2021,12,EFHK,UUEE,91
2021,12,EHAM,EGPH,135
2021,12,EGSS,LEMG,50
2021,12,LPPT,EGLL,242
2021,12,LFPO,LSGG,82
2021,12,LROP,LBSF,38
2021,12,EKCH,LIRF,73
2021,12,LDZA,EKCH,25
2021,12,EGLL,ESSA,150
2021,12,LSGG,LEMG,54
2021,12,EPWA,EKCH,124
2021,12,LOWW,EPWA,102
2021,12,ESSA,EETN,67
2021,12,ENGM,ENBR,631
2021,12,UUEE,EBBR,17
2021,12,LPPT,EKCH,39
2021,12,EGSS,LZIB,30
2021,12,LFBO,LFMN,59
2021,12,LGAV,EDDL,19
2021,12,LHBP,EPKK,17
2021,12,LSZH,EHAM,233
2021,12,UUWW,UMMS,27
2021,12,EDDB,EDDL,91
2021,12,LPPT,LKPR,30
2021,12,ULLI,LOWW,7
2021,12,LEMD,LSZH,181
2021,12,EGLL,LKPR,86
2021,12,EPGD,EGSS,45
2021,12,ELLX,EDDH,23
2021,12,EDDH,EDDL,68
2021,12,LIMC,ELLX,102
2021,12,ULLI,UWWW,18
2021,12,LPPT,ENGM,18
2021,12,LEIB,LEBL,264
2021,12,LFLL,LFMN,11
2021,12,ESSA,UUWW,21
2021,12,LGAV,LFMN,8
2021,12,LEBL,LFPO,209
2021,12,UUEE,LEBL,31
2021,12,LIRF,LICJ,182
2021,12,EGGW,LEAL,32
2021,12,LIMC,EDDB,94
2021,12,EDDM,LSZH,167
2021,12,EGKK,LMML,38
2021,12,EHAM,EKBI,106
2021,12,LDZA,LSZH,58
2021,12,EFHK,LHBP,32
2021,12,EGLL,LIRF,136
2021,12,LIMC,LOWW,120
2021,12,EKBI,ESGG,16
2021,12,EGKK,LEAL,82
2021,12,EGGW,EHAM,121
2021,12,UUDD,UWWW,91
2021,12,EDDK,LMML,22
2021,12,LPPT,EGCC,67
2021,12,EHAM,EDDH,131
2021,12,UUWW,EDDL,8
2021,12,EDDK,EDDH,52
2021,12,LEMG,EHEH,60
2021,12,LPPT,LEBL,234
2021,12,LIMC,EDDK,96
2021,12,EKCH,EPGD,53
2021,12,EDDF,LFML,41
2021,12,EDDF,EGGW,10
2021,12,EGLL,LIMC,37
2021,12,LIME,LICJ,43
2021,12,LEMD,LFMN,54
2021,12,EKCH,BIKF,102
2021,12,LEBL,EGSS,96
